idx,block,feePpm,sumSq
933,7426045349358816311,1155,372292575
934,7426045349358816311,1155,372357600
935,7426045349358816311,1055,372369481
936,7426045349358816311,1155,372492682
937,7426045349358816311,1455,372730826
938,7426045349358816311,1055,372731667
939,7426045349358816311,1155,372812892
940,7426045349358816311,1155,372872917
941,7426045349358816311,1055,372876398
942,7426045349358816311,1055,372888498
943,7426045349358816311,1155,372952507
944,7426045349358816311,1055,372979076
945,7426045349358816311,1455,373207560
946,7426045349358816311,1155,373342984
947,7426045349358816311,1055,373344353
948,7426045349358816311,1055,373371909
949,7426045349358816311,1155,373433413
950,7426045349358816311,1055,373433413
951,7426045349358816311,1055,373433413
952,7426045349358816311,1155,373524617
953,7426045349358816311,1055,373524617
954,7426045349358816311,1055,373524621
955,7426045349358816311,1055,373524621
956,7426045349358816311,1055,373559590
957,7426045349358816311,1055,373561991
958,7426045349358816311,1055,373563080
959,7426045349358816311,1055,373563105
960,7426045349358816311,1055,373586821
961,7426045349358816311,1055,373592750
962,7426045349358816311,1155,373706319
963,7426045349358816311,1055,373708255
964,7426045349358816311,1055,373718659
965,7426045349358816311,1055,373719059
966,7426045349358816311,1155,373820183
967,7426045349358816311,1055,373820183
968,7426045349358816311,1055,373827752
969,7426045349358816311,1055,373829961
970,7426045349358816311,1055,373838242
971,7426045349358816311,1055,373838251
972,7426045349358816311,1055,373838927
973,7426045349358816311,1055,373838927
974,7426045349358816311,1055,373838928
975,7426045349358816311,1055,373838928
976,7426045349358816311,1055,373838929
977,7426045349358816311,1055,373838929
978,7426045349358816311,1055,373838929
979,7426045349358816311,1055,373838929
980,7426045349358816311,1055,373838929
981,7426045349358816311,1055,373838929
982,7426045349358816311,1055,373838929
983,7426045349358816311,1055,373838929
984,7426045349358816311,1055,373838930
985,7426045349358816311,1055,373838930
986,7426045349358816311,1055,373838930
987,7426045349358816311,1055,373838930
988,7426045349358816311,1155,373902939
989,7426045349358816311,1155,373959583
990,7426045349358816311,1155,374003264
991,7426045349358816311,1055,374013065
992,7426045349358816311,1955,374447346
993,7426045349358816311,1155,374520787
994,7426045349358816311,1055,374520787
995,7426045349358816311,1155,374567443
996,7426045349358816311,1055,374577644
997,7426045349358816311,1455,374808044
998,7426045349358816311,1155,374939088
999,7426045349358816311,1055,374939089
